question1	question2	is_duplicate
3개월만에 연락이 왔어	3개월전에 헤어진 전남친이 문자했어	0
황당해 죽겠다.	황당해서 말도 안 나와	0
수면양말 포근포근 따뜻하다	수면양말 겁나 따뜻	0
사랑인지 아닌지 확실하지 않은 거 같아	사랑인지 아닌지 확실하지 않은 거 같아	0
먹을 게 일도 없어	먹을 거 하나도 없어	0
그녀 참 잔인하네.	그녀는 가끔 이라도 나를 생각해 줄까?	1
전여친생일 ㅎㅎ	전화가 왔는데 못받앗어	1
대체불가한 사람이 될 수 있을까	대체불가한 사람이 되고 싶어	0
커피향	커피향 좋다	0
신혼집 인테리어 어떻게 하지	신혼집 꾸미고 싶어	0
눈썹 문신 하면 편할까?	눈썹 문신 해볼까	0
엠티 안 가도 돼지?	엠티 꼭 가야해?	0
썸 타다 깨진 애 있는데 다시 연락해볼까?	썸 타다 깨졌는데 다시 연락해도 되나.	0
헤어진지 일주일째	헤어진지 한 달째	1
해결방안도 없으면서 불만만 많은 사람 극혐	자기도 해결방안이 없으면서 불만만해	0
좋아하면 먼저 연락해야 해?	좋아하면 먼저 연락해야 해?	0
친구랑 잘 노는 방법	친구랑 친해지는 법	0
남자친구랑 시간 더 보내고 싶어	남친이랑 오래 같이 있고 싶어	0
드라이브 하면서 데이트 해야겠다	드라이브 데이트 해야겠다	0
입맛이 너무 안 맞는 거 같애	입맛이 너무 다른 거 같애	0
책장 좀 치워야겠다	책장 정리 좀 해야겠다	0
끝나가니까 아쉬워	또 하루가 이렇게 가네	1
그냥 무작정 그녀 집에 갑니다	그냥 이별은 힘듬	1
나이 때문에 무시 받았어	나이 어리다고 무시해	0
오늘도 짝남이 멋졌어.	오늘도 짝남이 멋졌어.	0
만남과 이별	많이 사랑 했나보다	1
사랑하는사람	사진을 못지우겠네	1
코 조금만 세워 볼까	코 세워 볼까	0
취뽀 어렵다.	취업의 관문을 뚫는게 쉽지가 않네	0
배고픈데 집에 라면도 없어. 	라면 먹고 싶다.	1
후회가 몰려오네	휴 전남친 흔적찾기	1
말하고 후회할까봐 걱정돼	말하고 후회하면 어떡해	0
정말 복합적으로 힘드네	정말 아직 너무 사랑합니다 잡고 싶습니다	1
스튜디오 촬영은 하지 말까?	스튜디오 촬영은 하지 말까?	0
좋아하면 꿈에 나오는건가?	좋아하면 꿈에 나오는건가?	0
울적한 기분이 안 없어져.	마음이 울적해	0
주행 연습 끝났어	면허 따는 중	1
스트레스 주는 사람 어떻게 하지?	정신적으로 스트레스를 너무 주는데 이런 사람은 어떻게 상대해?	0
다른 사람들은 잘하는것 같아서 초초해	나만 제자리인듯	0
누가 더 사랑할까?	누가 더 사랑할까?	0
사랑하는건지 나도 모르겠어	사랑하는건지 모르겠어	0
녹차  마실래?	녹차 한 잔 어때?	0
뭔가 불공평해	불공평해	0
알바하면서 썸 많이 타?	화이트데이에 고백할까요?	1
그는 지금 뭐하고 있을까.	뭐하고 있을까.	0
왜 이렇게 태어났을까?	나는 왜 이렇게 태어났을까?	0
학벌이 중요한가	학벌이 중요하겠지?	0
휴대폰 없이 못 살거 같아	나 폰 중독인 거 같애	0
심장이 터질거 같네	쓰고 또 지우고 또 쓰고	1
뭔가 찔려	잘못한 거도 없는데 찔려	0
비오는날 뭐해?	비오는날 뭐할까?	0
살 좀 빼야되는데	살 좀 빼야되는데	0
가족을 너무 사랑해서 가끔 괴로워요	"가족들과 사랑하면서 지내고 싶어요"	1
오랜연애로 남자친구가 더 이상 새롭지않은게 고민임.	오랜연애로 남자친구가 더 이상 새롭지않은게 고민임.	0
이용당하고 버려진 느낌	이제 2주 좀 넘었네	1
못 놓구 있는 나.	못참고 연락.끝났네.	1
애완 동물 키우는 사람 성격 좋은가?	애완견 키우면 성격 좋아?	1
너 누구니?	너 뭐하는 애야	0
오늘도 공기가 뿌얘	오늘도 날씨가 뿌얘	0
식비가 어마무시하다	식비가 너무 많이 나와	0
이별이 좋은점	이별일까.?	1
친구들 부르려고	친구들 초대하려고	0
나 무시 당한 거 같아	나 무시하는 거 같아	0
조언 좀 구하겠습니다	종교 문제가 해결이 안되네	1
여드름 손으로 짰어	여드름 짰어	0
무슨 생각하고 있을지 궁금해	그 사람은 지금 무슨 생각일까?	0
더 이상은 아닌 것 같아	이젠 진짜 끝을 내야 하나	0
외로워서 그런건지 진짜로 좋아하는 건지 모르겠어요.	외로워서 그런건지 진짜로 좋아하는 건지 모르겠어요.	0
컨디션 조절이 안돼	컨디션 조절	0
피해 다니면 좋아했던 마음이 좀 사라질까?	피해 다니면 좋아했던 마음이 좀 사라질까?	0
썸 탈 때도 조건 보면 이상해?	썸일때 조건 보면 이상해?	0
휴.반년이라는 시간 잊었다 생각했지만 또 다시	흐음이거고민인데여;;	1
시험 없어지면 좋겠다.	시험 지겨워	0
다 힘들겠지?	나만 힘든 거 아니지?	0
화창한 날씨 포근한 햇살 나는.	환승이별 3달째를 앞둬도 힘들다	1
우리 같이 놀자	나랑 놀자	0
남자는 첫사랑 못 잊어?	남자들은 좋아하면 무조건 답장이 빠른가요?	1
발 맞춰 걷는 게 좋더라	나란히 걷는 게 좋더라	0
여친이 드디어 권태기가 온 거 같아.	역시 재회는 힘들어	1
고백합니다	저 오늘 고백할 겁니다.	0
이거 썸인가	썸 맞나	0
머리로는 이제 끝이구나 하는데	먹먹함	1
남친이랑 뭐하고 놀지	오늘은 남친이랑 뭐하고 놀지	0
남편이 효자인 거 같아	내가 그냥 아는 여자라네?	1
여행 와서 짝남 선물 살까하는데	연락 많이 안하는 썸도 있나	1
꿈에 자꾸 나와	꿈을 안 꿀 수 있다면	0
그냥 주절주절	그냥.너와 말한마디 섞고 너와의 인연에 고맙다	1
이가 차가워	이 시려	0
친구가 필요해	진짜 친구 사귀고 싶어	0
복 받겠지?	착하게 살면 복 받겠지?	0
사랑하지 않는데 만나는 거 같아	안 사랑하는데 만나는 거 같아	0
좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.	좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.	0
친구가 너무 고맙네	친구한테 진짜 고마워	0
남자친구가 잘못을 해도 다 공감해주는게 옳은걸까?	남친이면 잘못이라도 공감해주는게 옳은걸까?	0
야이 겁나게 미운 여자야!!	어느덧 이별 5주차	1
쓸데 없는 걱정 1위 연예인 걱정	연예인 걱정이 제일 쓸데 없어	0
학교생활이 조금만 더 재밌으면 좋겠어	더 나은 학교생활 하고 싶어	0
멋있게 잊어 주자	며칠 참다가 오늘 저녁에 또 터졌네	1
남자친구의 감정기복이 너무 심해.	남친 생겼는데 호칭 어떻게 해?	1
집나갈까	가출할까?	0
짝남이랑 저도 모르게 사이가 어색해졌어요.	짝남이랑 저도 모르게 사이가 어색해졌어요.	0
보내야지.	복잡해지네. 이거 어떻게 생각해야 될까?	1
상견례 너무 떨려	상견례 너무 떨려	0
남자친구가 표현을 하게하고싶은데 방법을 잘 모르겠어.	남자친구가 표현을 하게하고싶은데 어떻게 고치게 하지	0
커피 말고 딴 거 마실거 없나	커피 말고 뭐 마시지	0
뉴스는 역시 지루해	혼자 있으니까 편하네	1
엉엉 우는꿈 꿨어	에휴 추억을지우네	1
타로점 봤어	타로 보고 왔어	0
대학원 가는게 좋을 것 같아	대학원 가고 싶어	0
노래 가사가 참ㅠ 슬퍼	노래를 듣다가 눈물 나	0
중국어 좀 잘하고 싶은데 학원 다녀야 할까	중국어 학원이라도 다녀야 하나	0
꽃바구니가 좋을까 과일바구니까 좋을까	꽃바구니 선물이랑 과일 바구니 선물 뭐가 좋아?	0
여자들은 좋아하는데도 답장시간이 느릴 수 있나요?	좋아하는데도 답장 느릴 수 있나요?	0
짝남은 나를 싫어하나봐 기분 탓인지.	짝남은 나를 싫어하나봐 기분 탓인지.	0
바람기가 있는 남자친구 어떡해?	남자친구한테 헤어지자고 어떻게 말해	1
상대방의 마음을 사로잡는 방법	상대방의 마음을 사로잡는 비법 알고 싶다.	0
사랑이 끝나고 나서	사랑 이후 다시 세상은 회색빛으로.	1
미드 보고싶다	반딧불이 보고싶다	0
헤어진지 한달	헤어진지 한달짼데	1
도서관에 책 빌리러 가려고	책 빌려봐야지	0
난 또 바보ㅠㅠ	난 잘지내고 있어	1
남자친구를 믿는데 가끔 의심이 가.	남자친구의 입냄새가 고민이야.	1
답답해	답이 없는 남자	1
남편이 바람을 피우고 있습니다.	사랑받는 느낌이 안들어요	1
썸 기준이 뭐야	썸의 기준이 뭐야	0
빨리 정규직 하고 싶다	정규직 하고 싶다	0
연예인이랑 사귄다!	연예인이랑 사귄다!	0
좋아하는 사람 생기면 친신하고 그래?	좋아하는 사람 생기면 페북 친구 맺고 그래?	0
너무 바빠	할일 되게 많아	0
여자친구가 다른남자들에게 인기가 많은게 고민이야.	여자친구가 인기가 많은게 고민이야.	0
잠 살쳤어	잠을 많이 설치고 출근하네	0
잠수이별해도 될까	잡아야 되는건지 말아야 되는건지 모르겠네.	1
술 마셔도 안 취해	주량 쎈 게 좋은 건가?	0
안경테 바꿔야되는데	안경테 뭐로 바꿀까	0
살찔거 같은데 지금은 아주 행복하닼	괜히 파르르 하다 내가 넘어감	1
바다 가자	바다 가자고 물어볼까?	1
같이 할 수 있는 취미 생활 뭐 있을까	취미생활 같이하는 게 좋다던데	0
오늘마지막 통화후 깔끔히 정리	오늘은 그런 생각이	1
전세비 올려달래 어떡하지	전세비 갑자기 올랐어 어떡하지	0
짝남의 전 여친 등장.	짝남의 전 여친 등장.	0
헤어지기 전으로 돌아가고 싶어.	헤어지는게 서로를 위해 좋은거겠죠?	1
예랑이가 대리효도시키는 건 아니겠지?	예랑이가 대리효도시키는 건 아니겠지?	0
기대했는데	나 많이 기대했는데	0
정말 되고 싶은 사람이 없어	어른이 돼도 하고 싶은 게 없어	0
많이 좋아했는데 이젠 끝내야겠지.	이젠 끝내야겠지.	0
갑자기 심장이 덜컹.	갑작스러운 이별에 가슴이 무너져	0
서로 사랑해	많이 사랑해 	0
이별중이신 회원들을 위해.	이별하는 방법 중	1
짝녀에게 남친이 있었습니다.	짝녀에게 남친이 있었습니다.	0
남자친구와 여행 어디로 가?	남자친구한테 핸드폰 공개해?	1
양심적인 사람이 왜 더 고통받을까	우연히 만났는데 전혀 반갑지 않네	1
어제 헤어진 여친 학교 다녀 왔어.	어젯밤 꿈에나타났습니다	1
다시 만나서 이야기	다시 만날수 있을까	1
영어학원 좀 다닐까	영어학원 다녀볼까	0
남자인지 여자인지 알려줘	낭만이라고는 없어가지구	1
남자친구가 나한테 너무 집착해	남자친구가 나한테 집착하는 것처럼 느껴져	0
차별받고 있는 느낌	차별이 제일 싫어	0
아이고 소리가 절로 나온다	먹고 살기 힘들다	0
말투가 맘에 안들어	말투가 별로야	0
남자친구가 기념일을 잘 잊어.	남자친구가 기념일을 못 챙겨.	0
좋아하는 애 상메가 무슨 뜻인지 모르겠어.	좋아하는 애 가망 없으면 포기하는게 맞을까요?	1
중고로 샀어	중고 거래 했어	0
썸 끝난 건가	이제 썸도 끝난 건가	0
월급이 안들어와	사장이 월급을 안줘	0
너가 제일 기뻐해줬을텐데	너무 가슴이 아파	1
이 사람 나를 좋아하는 건가?	나를 좋아하는 건가?	0
고백하고 후회하면 어떡하지	공부는 내 체질이 아닌 것 같아	1
헤어짐 이후	헤어짐이 꿈이었으면 좋겠어	1
반동거중인 여자친구가 나갔으면 좋겠어.	거의 와서 사는 여자친구가 나갔으면 좋겠어.	0
좋아하는 사람한테 만나자고 말해도 되나.	좋아하는 사람한테 적극적인 여자 별로야?	1
남사친이 좋아졌으면 어떡해?	남사친이 좋아졌어.	1
새벽에 문득 잠에서 깨서 하는건.	새출발, 트라우마	1
나를 친구로 생각 안했나봐	나만 친구로 생각했나봐	0
2년 6개월 이렇게 끝나네	2년 다되가는 연애 끝.	1
아이돌 좋아하는데 남친이 질투해	드라마 보는데 남친이 질투해	1
로맨틱한 사랑 하고 싶다	나도 로맨틱한 사랑 하고 싶다	0
목 탄다	목 탄다	0
대답 잘하니	너 말 잘하니	0
오늘 날씨도 좋고 데이트각이야.	이런 봄날에는 데이트해야지.	0
지금 사귀고 있는 사람이랑 결혼하고 싶어	지금 사귀고 있는 사람이랑 결혼하고 싶어	0
좋아하는 사람이 여러명인데 괜찮겠지.	좋아하는 사람이 여러명인데 괜찮겠지.	0
짝남 전여친 못잊는거 보는게 너무 맘이 아파.	짝남 전여친 못잊는거 보는게 너무 맘이 아파.	0
사랑해	사랑해 자기야	0
남자친구가 나를 더 좋아하게 할 수 있는 방법	남자친구가 나를 더 좋아하게 만드는 방법	0
설날인데 재밌는거 안해	설날인데 볼 게 없어	0
갑자기 급우울	갑자기 일어난 일이라 어이 없어	1
사랑해서 헤어지겠대	사랑해서 헤어진다는게 말이 돼	0
나는 모든걸 걸어 널 사랑하는데	나도 모르게 니 생각을 하고 있어	1
좋아하는 남자가 여친이랑 헤어질 때까지 기다렸다가 고백하는거 가능한 사람이 있을까요?	좋아하는 남자애가 여친 생기면 울 줄 알았는데 덤덤해.	1
나 오늘 상 받았지롱	오늘 상 받았다	0
돈이 똑 떨어짐	돈 다 없어졌어	0
짝남이랑 술 마셨는데 기분만 더 더러워졌어.	짝남이든 썸남이든 뭐든 있었음 좋겠다.	1
나만 남친 없어	나만 솔로야	0
친구의 전 여친을 좋아하는 나.	친구의 전 여친을 좋아하는 나.	0
헤어진지 3달째인데 후폭풍 왔나봐 ㅠ	헤어진지 3주차 넘어가네~	1
썸도 후폭풍 옴?	힘든 연애 좋은 연애라는게 무슨 차이일까?	1
이사 왔더니 친구가 없어	지방 와서 친구가 없어	0
이혼	익숙해질 법도 한데	1
스테이크 먹으러 가고 싶어	스테이크 썰러 가고 싶어	0
도서관 책 반납 안햇다	책 반납 안햇다	0
나 얘를 좋아하는 걸까?	사랑일까	0
하루 이틀 이제는 사흘.	하루하루 너무 힘드네	1
하우스웨딩도 괜찮은 거 같아	하우스웨딩 하고싶다	0
썸타는 사람이 플라토닉 사랑을 이해해줄까?	썸타는 사람이 플라토닉 사랑을 이해해줄까?	0
연애중인데 외로운 느낌이 들면 문제일까?	연애중인데 외로운 느낌이 들어	0
오늘은 또 뭐 입냐	입고 나갈 게 없어	0
따듯해지니까 살 것 같다.	따듯해서 좋다.	0
술 마셨는데 썸남한테 데리러 오라고 할까?	이별 받아는 들이긴했는데	1
남자친구가 좋은데 눈치가 없어.	남자친구가 사람은 좋은데 눈치가 없어.	0
불꽃축제 보러 갈까?	놀이 공원 가자고 할까	1
양초 선물 받았어	양키캔들 선물받았어	0
다시 만날 수 있을까?	다시 사랑한다고 했는데.	1
술 먹고 짝남한테 카톡하는 거 좀 별로지.	이별 상태.	1
나도 휴학하는 게 나을까?	휴학가야 하나?	0
핸드폰 요금 많이 나옴	폰 요금 많이 나옴	0
짝녀한테 같이 스터디하자고 해도 되나요?	짝녀한테 같이 스터디하자고 해도 되나요?	0
본인을 좋아하는게 확실한 여자와 친구가 될 수 있어?	나 좋다는 여자와 친구하자고 해도 되나?	0
페북 했는데 다들 행복해 보이네	그 사람 행복하게 잘 살고 있기를	1
좋아하는 사람이 있는데 이제 못 봐.	좋아하는 사람이 있는데 이제 못 봐.	0
